tournament,date,series,court,surface,round,best_of,p1,p1_utr,p2,p2_utr,winner,rank1,rank2,pts1,pts2,odd1,odd2,p1_games,p2_games,score,p_win
Lyon Open,5/22/2021,ATP250,Outdoor,Clay,Quarterfinals,3,Norrie C.,15.15,Rinderknech A.,14.73,Norrie C.,49,125,1315,640,1.4,3.0,15,12,6-3 3-6 6-3,0
Lyon Open,5/22/2021,ATP250,Outdoor,Clay,Semifinals,3,Musetti L.,14.96,Tsitsipas S.,15.77,Tsitsipas S.,88,5,860,7430,5.5,1.14,9,16,6-4 3-6 0-6,1
Lyon Open,5/22/2021,ATP250,Outdoor,Clay,Semifinals,3,Norrie C.,15.15,Khachanov K.,15.23,Norrie C.,49,26,1315,2235,1.9,1.9,12,2,6-1 6-1,0
Lyon Open,5/23/2021,ATP250,Outdoor,Clay,The Final,3,Norrie C.,15.15,Tsitsipas S.,15.77,Tsitsipas S.,49,5,1315,7430,5.0,1.16,6,12,3-6 3-6,1
Belgrade Open,5/23/2021,ATP250,Outdoor,Clay,1st Round,3,Chardy J.,14.95,Sandgren T.,14.69,Chardy J.,58,66,1123,1033,1.66,2.2,12,6,6-4 6-2,0
Belgrade Open,5/23/2021,ATP250,Outdoor,Clay,1st Round,3,Coria F.,14.54,Topo M.,12.97,Coria F.,96,1512,808,2,1.1,7.0,16,8,4-6 6-2 6-0,0
Belgrade Open,5/24/2021,ATP250,Outdoor,Clay,1st Round,3,Gerasimov E.,15.07,Moraing M.,14.37,Moraing M.,78,253,937,241,1.5,2.62,17,18,6-4 6-7 5-7,1
Belgrade Open,5/24/2021,ATP250,Outdoor,Clay,1st Round,3,Molcan A.,14.49,Medjedovic H.,14.12,Molcan A.,255,672,237,36,1.3,3.5,12,7,6-4 6-3,0
Belgrade Open,5/24/2021,ATP250,Outdoor,Clay,1st Round,3,Delbonis F.,15.15,Klein L.,14.51,Delbonis F.,52,254,1170,239,1.28,3.75,15,13,3-6 6-3 6-4,0
Belgrade Open,5/24/2021,ATP250,Outdoor,Clay,1st Round,3,Berankis R.,14.76,Lajovic D.,14.87,Lajovic D.,92,39,839,1585,2.75,1.44,6,12,3-6 3-6,1
Belgrade Open,5/24/2021,ATP250,Outdoor,Clay,1st Round,3,Monteiro T.,14.8,Albot R.,14.79,Monteiro T.,79,88,936,870,1.33,3.4,12,4,6-2 6-2,0
Belgrade Open,5/24/2021,ATP250,Outdoor,Clay,1st Round,3,Rinderknech A.,14.69,Carballes Baena R.,14.73,Carballes Baena R.,117,98,677,794,2.2,1.66,4,12,0-6 4-6,1
Belgrade Open,5/25/2021,ATP250,Outdoor,Clay,2nd Round,3,Moraing M.,14.37,Djokovic N.,15.89,Djokovic N.,253,1,241,11063,26.0,1.01,8,13,2-6 6-7,1
Belgrade Open,5/25/2021,ATP250,Outdoor,Clay,2nd Round,3,Molcan A.,14.49,Krstin P.,13.81,Molcan A.,255,285,237,198,1.25,4.0,12,0,6-0 6-0,0
Belgrade Open,5/26/2021,ATP250,Outdoor,Clay,2nd Round,3,Delbonis F.,15.15,Monteiro T.,14.8,Delbonis F.,52,79,1170,936,1.66,2.2,16,16,7-6 3-6 6-4,0
Belgrade Open,5/26/2021,ATP250,Outdoor,Clay,2nd Round,3,Basilashvili N.,14.62,Martin A.,14.37,Martin A.,31,119,1785,673,1.44,2.75,13,17,1-6 6-4 6-7,1
Belgrade Open,5/26/2021,ATP250,Outdoor,Clay,2nd Round,3,Lajovic D.,14.87,Chardy J.,14.95,Lajovic D.,39,58,1585,1123,1.8,2.0,12,7,6-3 6-4,0
Belgrade Open,5/27/2021,ATP250,Outdoor,Clay,Quarterfinals,3,Coria F.,14.57,Djokovic N.,15.89,Djokovic N.,96,1,808,11063,19.0,1.02,1,12,1-6 0-6,1
Belgrade Open,5/27/2021,ATP250,Outdoor,Clay,Quarterfinals,3,Martin A.,14.37,Lajovic D.,14.87,Martin A.,119,39,673,1585,3.4,1.33,15,13,3-6 6-3 6-4,0
Belgrade Open,5/28/2021,ATP250,Outdoor,Clay,Semifinals,3,Martin A.,14.37,Djokovic N.,15.89,Djokovic N.,119,1,673,11063,19.0,1.02,7,16,1-6 6-4 0-6,1
Belgrade Open,5/28/2021,ATP250,Outdoor,Clay,Semifinals,3,Molcan A.,14.49,Delbonis F.,15.15,Molcan A.,255,52,237,1170,2.5,1.53,16,14,4-6 6-4 6-4,0
Belgrade Open,5/29/2021,ATP250,Outdoor,Clay,The Final,3,Molcan A.,14.49,Djokovic N.,15.89,Djokovic N.,255,1,237,11063,19.0,1.02,7,12,4-6 3-6,1
Emilia-Romagna Open,5/23/2021,ATP250,Outdoor,Clay,1st Round,3,Paul T.,15.04,Travaglia S.,14.93,Paul T.,55,77,1155,939,1.57,2.37,13,9,7-5 6-4,0
Emilia-Romagna Open,5/23/2021,ATP250,Outdoor,Clay,1st Round,3,Giron M.,14.89,Cobolli F.,14.11,Cobolli F.,82,429,900,93,1.66,2.2,18,17,6-3 6-7 6-7,1
Emilia-Romagna Open,5/25/2021,ATP250,Outdoor,Clay,1st Round,3,Cecchinato M.,14.89,Brancaccio R.,14.35,Cecchinato M.,104,336,773,142,1.16,5.0,13,9,6-3 7-6,0
Emilia-Romagna Open,5/25/2021,ATP250,Outdoor,Clay,1st Round,3,Musetti L.,14.99,Mager G.,14.78,Musetti L.,76,85,940,879,1.5,2.62,16,9,4-6 6-1 6-2,0
Emilia-Romagna Open,5/25/2021,ATP250,Outdoor,Clay,1st Round,3,Ruusuvuori E.,14.97,Gombos N.,14.62,Gombos N.,74,87,951,871,2.75,1.44,16,18,6-7 7-5 3-6,1
Emilia-Romagna Open,5/25/2021,ATP250,Outdoor,Clay,1st Round,3,Nishioka Y.,14.69,Querrey S.,14.66,Nishioka Y.,60,67,1113,1023,1.28,3.75,16,15,3-6 6-3 7-6,0
Emilia-Romagna Open,5/25/2021,ATP250,Outdoor,Clay,1st Round,3,Vesely J.,14.82,Johnson S.,14.44,Vesely J.,71,86,971,878,1.36,3.2,13,8,7-6 6-2,0
Emilia-Romagna Open,5/25/2021,ATP250,Outdoor,Clay,1st Round,3,Simon G.,7.67,Martinez P.,15.09,Martinez P.,69,102,995,776,3.4,1.33,4,12,0-6 4-6,1
Emilia-Romagna Open,5/25/2021,ATP250,Outdoor,Clay,1st Round,3,Bedene A.,14.76,Caruso S.,14.72,Bedene A.,54,81,1166,906,1.36,3.2,13,10,6-4 7-6,0
Emilia-Romagna Open,5/25/2021,ATP250,Outdoor,Clay,1st Round,3,Ymer M.,14.58,Munar J.,15.12,Munar J.,103,80,774,907,2.5,1.53,9,13,3-6 6-7,1
Emilia-Romagna Open,5/26/2021,ATP250,Outdoor,Clay,2nd Round,3,Bedene A.,14.76,Cecchinato M.,14.89,Cecchinato M.,54,104,1166,773,2.0,1.8,7,13,5-7 2-6,1
Emilia-Romagna Open,5/26/2021,ATP250,Outdoor,Clay,2nd Round,3,Paul T.,15.04,Vesely J.,14.82,Paul T.,55,71,1155,971,1.33,3.4,19,16,6-7 7-6 6-3,0
Emilia-Romagna Open,5/26/2021,ATP250,Outdoor,Clay,2nd Round,3,Musetti L.,14.99,Nishioka Y.,14.69,Nishioka Y.,76,60,940,1113,1.33,3.4,5,12,3-6 2-6,1
Emilia-Romagna Open,5/26/2021,ATP250,Outdoor,Clay,2nd Round,3,Korda S.,15.25,Sonego L.,15.21,Korda S.,63,28,1043,2132,2.62,1.5,13,6,6-1 7-5,0
Emilia-Romagna Open,5/27/2021,ATP250,Outdoor,Clay,Quarterfinals,3,Cecchinato M.,14.89,Gombos N.,14.62,Cecchinato M.,104,87,773,871,1.44,2.75,12,4,6-3 6-1,0
Emilia-Romagna Open,5/27/2021,ATP250,Outdoor,Clay,Quarterfinals,3,Korda S.,15.25,Nishioka Y.,14.69,Korda S.,63,60,1043,1113,1.44,2.75,12,6,6-3 6-3,0
Emilia-Romagna Open,5/28/2021,ATP250,Outdoor,Clay,Semifinals,3,Munar J.,15.12,Cecchinato M.,14.89,Cecchinato M.,80,104,907,773,2.1,1.72,13,14,6-7 6-1 1-6,1
Emilia-Romagna Open,5/28/2021,ATP250,Outdoor,Clay,Semifinals,3,Korda S.,15.25,Paul T.,15.04,Korda S.,63,55,1043,1155,1.66,2.2,12,6,6-3 6-3,0
Emilia-Romagna Open,5/29/2021,ATP250,Outdoor,Clay,The Final,3,Cecchinato M.,14.89,Korda S.,15.25,Korda S.,104,63,773,1043,2.3,1.61,6,12,2-6 4-6,1
French Open,5/30/2021,Grand Slam,Outdoor,Clay,1st Round,5,Fognini F.,14.92,Barrere G.,14.53,Fognini F.,29,122,1933,644,1.25,4.0,18,9,6-4 6-1 6-4,0
French Open,5/30/2021,Grand Slam,Outdoor,Clay,1st Round,5,Gombos N.,14.62,Carreno Busta P.,15.31,Carreno Busta P.,81,12,912,3085,6.0,1.12,10,18,3-6 4-6 3-6,1
French Open,5/30/2021,Grand Slam,Outdoor,Clay,1st Round,5,Couacaud E.,14.35,Gerasimov E.,15.07,Couacaud E.,177,79,400,937,1.66,2.2,19,13,7-6 6-4 6-3,0
French Open,5/30/2021,Grand Slam,Outdoor,Clay,1st Round,5,Hanfmann Y.,14.95,Laaksonen H.,14.53,Laaksonen H.,96,150,822,498,1.72,2.1,12,22,1-6 3-6 6-4 2-6,1
French Open,5/30/2021,Grand Slam,Outdoor,Clay,1st Round,5,Bautista Agut R.,15.33,Vilella Martinez M.,14.77,Bautista Agut R.,11,183,3215,393,1.12,6.0,18,10,6-4 6-4 6-2,0
French Open,5/30/2021,Grand Slam,Outdoor,Clay,1st Round,5,Kecmanovic M.,14.83,Evans D.,15.24,Kecmanovic M.,48,27,1384,2195,2.5,1.53,19,16,1-6 6-3 6-3 6-4,0
French Open,5/30/2021,Grand Slam,Outdoor,Clay,1st Round,5,Khachanov K.,15.23,Vesely J.,14.82,Khachanov K.,25,71,2280,976,1.3,3.5,18,6,6-1 6-2 6-3,0
French Open,5/30/2021,Grand Slam,Outdoor,Clay,1st Round,5,Simon G.,7.67,Fucsovics M.,15.31,Fucsovics M.,69,44,995,1456,7.0,1.1,11,19,4-6 1-6 6-7,1
French Open,5/30/2021,Grand Slam,Outdoor,Clay,1st Round,5,Nishikori K.,14.98,Giannessi A.,14.53,Nishikori K.,49,159,1318,458,1.12,6.0,28,24,6-4 6-7 6-3 4-6 6-4,0
French Open,5/30/2021,Grand Slam,Outdoor,Clay,1st Round,5,Mcdonald M.,15.1,Ruusuvuori E.,14.97,Mcdonald M.,119,75,675,951,1.3,3.5,23,18,4-6 6-3 7-6 6-3,0
French Open,5/30/2021,Grand Slam,Outdoor,Clay,1st Round,5,Moutet C.,14.87,Djere L.,14.96,Djere L.,73,55,968,1168,2.0,1.8,21,26,3-6 7-6 6-7 5-7,1
French Open,5/30/2021,Grand Slam,Outdoor,Clay,1st Round,5,Zverev A.,15.59,Otte O.,14.75,Zverev A.,6,152,6990,485,1.04,13.0,24,16,3-6 3-6 6-2 6-2 6-0,0
French Open,5/30/2021,Grand Slam,Outdoor,Clay,1st Round,5,Kukushkin M.,14.55,Davidovich Fokina A.,15.23,Davidovich Fokina A.,106,46,772,1408,15.0,1.03,11,18,4-6 4-6 3-6,1
